datetime,high,low,close,open,volume
08-12-2020,19294.84,18610,18831,18938.51,51409.7474
09-12-2020,18895,17650,18196.4,18831,85181.77582
10-12-2020,18639.57,17911.12,18274.75,18196.41,56181.75515
11-12-2020,18435.74,17572.33,18044.26,18274.74,71091.39851
12-12-2020,18746.33,17925.37,18687.62,18044.26,48666.8746
13-12-2020,19411,18687.63,19185.33,18687.63,59434.26808
14-12-2020,19347,18971,19236.75,19185.33,47182.0875
15-12-2020,19570,19050,19530,19236.75,59696.52183
16-12-2020,20865.43,19276,20585.79,19529.99,97921.98632
17-12-2020,23800,20550,23250.27,20585.79,181999.9034
18-12-2020,23497,22311.1,22781.44,23251.16,97165.10515
19-12-2020,24171.47,22626.81,23822.66,22781.44,85788.17979
20-12-2020,24065.41,23060,23866.69,23822.66,64724.44509
21-12-2020,24295,21815,22813.66,23866.68,98825.97005
22-12-2020,23628.89,22353.4,23435.27,22813.65,85830.89516
23-12-2020,24100,22810,23605.07,23435.27,110220.44
24-12-2020,23625,22600,23313.35,23605.08,78470.33184
25-12-2020,24681,23250.18,24356.31,23314.23,79717.43815
26-12-2020,26000,24198.6,25619.24,24356.31,82042.81451
27-12-2020,28422,25590,27061.41,25619.24,153300.1394
28-12-2020,27500,25700,27023.55,27062.67,90043.53808
29-12-2020,27196.09,25880,26591.29,27022.83,69506.60507
30-12-2020,28598.74,26505.94,28510.86,26591.38,90670.42507
31-12-2020,29300,27850,28872.25,28510.86,84502.94973
01-01-2021,29600,28624.57,29072.7,28872.24,57339.45866
02-01-2021,33300,28880.37,32999.98,29072.7,96532.3774
03-01-2021,34778.11,30300,32769.76,32999.98,143681.4502
04-01-2021,33861.92,28130,31165.16,32769.79,143368.7407
05-01-2021,33433.55,29900,33372.84,31165.16,103785.7648
06-01-2021,35766.58,33098.82,35215.75,33372.83,122443.1261
07-01-2021,40365,34280,38948.48,35215.75,137908.3498
08-01-2021,41950,36500,39920.39,38907.58,141605.3813
09-01-2021,41380,38652,40650.01,39920.67,88272.74653
10-01-2021,41350,37200,38109.68,40650,91701.05217
11-01-2021,39000,30420,32562.1,38106.11,250295.9096
12-01-2021,36628,31215,35040.78,32562.1,150938.5984
13-01-2021,35901,32380,35719.36,35040.78,119156.0819
14-01-2021,40100,35577.55,39344.79,35719.36,111823.1232
15-01-2021,39935.1,34408,35421.55,39344.8,118483.0034
16-01-2021,37950,34801.15,36484.95,35421.56,86544.48019
17-01-2021,36800,33850,35678.67,36484.95,86033.22073
18-01-2021,37469.83,34800,35755.62,35676.58,74615.92677
19-01-2021,37850,35695.7,36500,35755.62,74724.89816
20-01-2021,36800,33400,35250.61,36500,92460.6099
21-01-2021,35670,31037,31742.68,35250.39,116687.5307
22-01-2021,33322,28850,33277.32,31744.26,155795.2885
23-01-2021,33826.53,31390.16,32167.48,33275.67,71993.02191
24-01-2021,33071,31500,31831.67,32169.92,53101.07239
25-01-2021,34875,30900,33672.46,31831.66,84842.60954
26-01-2021,33788.38,30837.37,32224.5,33669.27,90183.24182
27-01-2021,32921.88,29241.72,29709.79,32222.88,87659.91681
28-01-2021,32670,29712.94,32633.68,29719.93,90880.26196
29-01-2021,38531.9,31915.4,35202.46,32633.69,221715.6148
30-01-2021,35357.14,32825,34340,35204.22,106386.2299
31-01-2021,34800,32171.67,32450.3,34340,66279.9688
01-02-2021,34717.27,32296.16,33731.52,32449.53,88151.64147
02-02-2021,35668.1,33418,35264.21,33739.52,72023.68046
03-02-2021,37221.42,35090.91,37114.14,35264.66,80899.68047
04-02-2021,38708.27,36161.95,37141.96,37116.47,92617.40358
05-02-2021,38310.12,36570,37406.23,37143.44,69652.28194
06-02-2021,40955.51,37230,40276.41,37405.63,92008.36242
07-02-2021,40469.19,37351,38239.1,40276.41,88860.74066
08-02-2021,44918,37660.97,42673.49,38239.37,118601.9659
09-02-2021,48142.19,42644.49,47012.77,42673.49,134145.5825
10-02-2021,47499.43,43727,45088.17,47012.77,97916.90162
11-02-2021,48399,43994.02,47653.14,45088.16,82879.34063
12-02-2021,48985.8,46125,47269.25,47653.15,93562.16745
13-02-2021,48150,46202.53,46792.05,47268.27,67761.19336
14-02-2021,49707.43,46653.58,48739.99,46790.39,72583.68769
15-02-2021,49300,45570.79,48358.99,48739.99,76441.30419
16-02-2021,50689.18,47003.62,48616.79,48361,91102.888
17-02-2021,51780,48173.81,51430.59,48616.79,81713.58552
18-02-2021,52618.74,50901.9,51862.85,51430.59,65082.30451
19-02-2021,55435.96,50710.2,55384.46,51860.4,69748.10572
20-02-2021,57700.46,54583.95,57115.24,55384.46,83229.74357
21-02-2021,58300,53863.93,58183.69,57118.09,64055.79719
22-02-2021,58352.8,47622,53227.23,58183.69,130586.187
23-02-2021,54989.46,44892.56,46881.49,53227.23,165180.0013
24-02-2021,51374.99,45251,49570,46872.77,97092.75073
25-02-2021,52041.73,48028.18,49544.14,49570,75514.85803
26-02-2021,50000,44106.78,47317.09,49543.04,113848.0766
27-02-2021,48394,45000,47136.3,47317.09,68689.13267
28-02-2021,47557.14,43000,43677.39,47136.29,83392.55101
01-03-2021,49469.99,43434.22,48465.27,43683.79,86243.55254
02-03-2021,50200,47200,47678.38,48465.27,66487.56176
03-03-2021,52640,47047.6,51233.11,47678.38,81466.01026
04-03-2021,51773.88,47588.52,47600.01,51233.11,81124.13129
05-03-2021,48728.21,46300,48478.11,47600,78112.18915
06-03-2021,49448.93,47070,48473.3,48478.12,47725.87808
07-03-2021,51352.1,48223.36,50412.31,48473.3,54149.17314
08-03-2021,51847.38,49274.67,50803.18,50412.31,62843.23738
09-03-2021,54815.84,50790,53885.96,50803.19,76142.1612
10-03-2021,57100,53005,56730.54,53885.96,76488.80381
11-03-2021,57682,54272.82,57519.86,56730.55,83915.75228
12-03-2021,58150,54962.84,57349.23,57519.86,76569.85399
13-03-2021,60520,56078.23,60281.95,57349.24,78268.2668
14-03-2021,61844,59300,60138.31,60281.95,60502.26483
15-03-2021,60750,54600,56113.9,60138.31,101343.775
16-03-2021,56940,53271.34,55349.99,56113.9,78658.78812
17-03-2021,57576.28,54123.69,57575.51,55349.99,62932.04797
18-03-2021,60129.97,57329.44,58221.01,57575.51,73213.21751
19-03-2021,59249.5,56270.74,58800,58221.02,54917.47944
20-03-2021,59880,57820.17,59173.03,58800,44668.67683
21-03-2021,59424.73,55450.11,57365.08,59173.03,49154.0172
22-03-2021,58430.73,56191.19,56494.11,57365.08,48372.13783
23-03-2021,56561.6,53000,55364.69,56492.91,71223.95155
24-03-2021,57200,53511.39,55378.91,55364.68,65498.55986
25-03-2021,55571.12,50427.56,52236.72,55380.64,103840.1042
26-03-2021,54060.24,51214.6,53682.52,52225,64553.40932
27-03-2021,56271,53528.35,55728.93,53682.51,52683.16115
28-03-2021,56700.36,55159.17,55192.08,55728.92,40025.57959
29-03-2021,58405.82,54691.84,57819.99,55192.08,66873.52738
30-03-2021,59368,57071.35,58853.02,57820,57092.40548
31-03-2021,59800,56769,59299.45,58853.02,57368.18035
01-04-2021,59567.28,57935.45,58716.56,59304.45,51460.54023
02-04-2021,60200,58455.1,59087.7,58716.56,46119.85019
03-04-2021,59791.72,57707.7,58455.36,59087.71,42937.76807
04-04-2021,58748.76,56388,58102.92,58455.36,47901.89221
05-04-2021,59272,56777.77,58876.29,58102.91,51169.17011
06-04-2021,59495.24,57413.02,58238.78,58876.3,55231.19354
07-04-2021,58655,55612,55859.13,58238.78,69953.60653
08-04-2021,58153.31,55473,57899.98,55859.13,47610.89647
09-04-2021,58894.9,57449.04,58381.84,57899.98,40648.73432
10-04-2021,61500,57873.31,60020,58381.85,65187.40131
11-04-2021,60699,58374.61,59865,60020,44654.65344
12-04-2021,61300,59350.59,59988.95,59865.01,56337.26209
13-04-2021,63777.77,59759.05,62641.77,59988.94,81609.87
14-04-2021,64854,61568,62119.26,62641.77,78805.61423
15-04-2021,63491.45,61301,62733.84,62119.26,51445.44959
16-04-2021,63800,60000,61817.56,62733.84,93929.25181
17-04-2021,62506.05,59580.91,60379.99,61817.55,61670.9979
18-04-2021,60955,50931.3,55473.86,60380,120393.9654
19-04-2021,57526.81,54221.58,55635.03,55473.85,80852.21639
20-04-2021,56600,53329.96,56253.81,55635.03,68361.37299
21-04-2021,57076.24,54276.85,55306.35,56254.98,65155.42705
22-04-2021,55738.14,52561,53372.69,55306.34,89979.88366
23-04-2021,53550,47500,50563.59,53372.69,149407.742
24-04-2021,51301.34,48657.14,50562.06,50563.59,61515.37425
25-04-2021,51000,49161.94,49622.7,50562.05,41337.7064
26-04-2021,54356.62,46930,54245.87,49622.7,94363.32322
27-04-2021,55300,52600.36,54960.01,54245.87,62631.55448
28-04-2021,55738,53813.16,54933.76,54960.01,49468.05008
29-04-2021,56428,52476.69,52928.54,54933.75,57985.59814
30-04-2021,57385,52330.94,56857.47,52935.72,65562.15381
01-05-2021,58458.07,56374.21,57610.52,56857.48,46821.12047
02-05-2021,57998.97,56035.25,56840.45,57610.51,36804.68175
03-05-2021,58981.44,56212,57764.42,56840.44,52823.96924
04-05-2021,57764.43,53201.01,54524.76,57764.42,85837.47561
05-05-2021,58069.82,52900,57301.55,54522.62,75901.03756
06-05-2021,58360,55450,55753.57,57301.56,68550.45914
07-05-2021,58650,55200,57890.03,55752.54,75373.04937
08-05-2021,59438.64,56749.75,59060.57,57890.02,72661.64365
09-05-2021,59500,56235.66,57439.39,59060.57,68612.75181
10-05-2021,59500,56388.26,56771.88,57441.61,73842.59666
11-05-2021,56977.48,53400,56383.66,56771.87,83502.06314
12-05-2021,58000.01,53576.3,54082.52,56383.66,71849.32933
13-05-2021,54751.92,46000,47844.04,54082.52,164266.9581
14-05-2021,51483,47832.38,50470.07,47844.04,85460.56652
15-05-2021,50700,47399.3,47890.07,50470.89,84705.82802
16-05-2021,49795.89,45333.34,45380.56,47890.72,92605.5108
17-05-2021,46686,42001,43473.22,45409.99,181084.6595
18-05-2021,45799.29,42371.96,42800.01,43471.48,123255.8414
19-05-2021,43621,30000,37961.02,42800.01,326604.3543
20-05-2021,42451.67,34850,39811.84,37961.01,227405.1804
21-05-2021,42200,36100,37159.65,39808.32,171226.115
22-05-2021,38829,33488,37646.26,37159.65,163484.8237
23-05-2021,38400,31111.01,32529.81,37647.3,205346.2446
24-05-2021,38637.7,32203.87,37911.79,32539.08,159092.8981
25-05-2021,39920,36419.62,37884.91,37911.73,128652.1578
26-05-2021,40841,37011,38626.63,37884.9,102960.0034
27-05-2021,40411.14,37134.27,39089.57,38626.64,89470.86954
28-05-2021,39187.35,35100,36190.92,39094.18,121392.9013
29-05-2021,37338.58,33632.76,34070.98,36190.91,121443.668
30-05-2021,36488,33379,36125.54,34069.35,82519.6483
31-05-2021,37457.07,34153.84,36694.27,36125.54,93397.16158
01-06-2021,37894.81,35666,36240.69,36694.27,80400.96817
02-06-2021,38225,35726.36,38016.41,36240.46,69634.17881
03-06-2021,39476,37170,38553.01,38016.41,74510.22016
04-06-2021,39450,35555.15,37099.27,38553,91839.77424
05-06-2021,37925,35250,36040.12,37099.28,64362.64642
06-06-2021,36480,34800,35890,36040.12,53231.97871
07-06-2021,36900,35222,35486.9,35889.99,59397.71422
08-06-2021,35744.52,31000,32735.9,35484.57,133569.0086
09-06-2021,37000,32396.82,35886.37,32735.9,134321.9097
10-06-2021,38491,35650.16,36754.07,35886.37,113490.778
11-06-2021,37680.4,35782,37176.73,36754.06,80239.57283
12-06-2021,37498.58,34600.36,35892.62,37176.73,93646.26029
13-06-2021,37628.23,34757,37493.87,35892.63,66168.39166
14-06-2021,41064.05,37270,39732.81,37493.87,122249.3023
15-06-2021,41330,39323.1,40598.57,39732.82,79326.98702
16-06-2021,40724.35,38301.68,38709.35,40598.57,91282.15234
17-06-2021,39559.88,37505,37749.76,38709.35,79290.04671
18-06-2021,38258,35129.29,35289.53,37749.75,93489.98487
19-06-2021,36457,34803.52,35509.89,35289.52,74345.60692
20-06-2021,36200,33336,34940.45,35509.89,81641.35123
21-06-2021,36137.72,31710,32782.47,34940.45,158611.8738
22-06-2021,33298.78,28805,32986.4,32782.46,212581.5794
23-06-2021,34881,31683,33292.58,32986.41,130690.7679
24-06-2021,35298,32286.57,34884.14,33292.57,92851.68816
25-06-2021,35500,31500,32088.12,34884.14,107544.4966
26-06-2021,32730,30151,31590.27,32088.13,113702.7451
27-06-2021,33574.32,30905.78,32720.01,31590.27,87059.84681
28-06-2021,35297.71,32357.13,34168.22,32720.01,94137.63914
29-06-2021,36600,34108.61,36280.85,34168.21,88892.77506
30-06-2021,36488.7,34017.55,34821.99,36280.85,74505.3909
01-07-2021,35194.04,33001,33325.5,34821.99,74361.17174
02-07-2021,33977.04,32699,33290.01,33325.49,60139.98784
03-07-2021,34945.61,33041.65,34645.85,33288.79,43104.12971
04-07-2021,35727,34250.48,35510.38,34645.85,42448.80644
05-07-2021,35967.85,33125.55,33982.02,35510.39,64576.42161
06-07-2021,35118.88,33532,33841.37,33982.03,60210.32308
07-07-2021,35059.09,33628.81,34681.41,33844.92,51589.95422
08-07-2021,34748.37,32077,32840.91,34681.41,70428.05991
09-07-2021,33696.4,32261.07,33382.03,32840.92,48801.50406
10-07-2021,34262,33223.31,33466.71,33382.02,36194.69134
11-07-2021,34123.08,33004.78,33960,33466.71,28007.1829
12-07-2021,34678.43,32890.43,33010.24,33960,47448.27663
13-07-2021,33358.17,32280,32479.99,33010.27,43775.16776
14-07-2021,33114.03,31550,32743.96,32480,48925.43944
15-07-2021,33185.25,31133,31455.11,32743.96,49011.19533
16-07-2021,32249.18,31020,31956.38,31455.12,49536.2433
17-07-2021,32084.82,31164.31,31735.04,31956.39,35583.87192
18-07-2021,32435,31108.97,31604.51,31735.03,35515.34819
19-07-2021,31943,30407.44,30652.95,31604.51,47076.40685
20-07-2021,31063.07,29278,29777.84,30652.95,59378.74476
21-07-2021,32858,29482.61,31786.71,29777.83,75666.94045
22-07-2021,32591.35,31516.3,32278.1,31783.78,55184.37119
23-07-2021,32915,31924.32,32129.99,32278.1,40221.42894
24-07-2021,34500,32124.72,34281.87,32129.99,55574.25223
25-07-2021,34800,33667.01,34407.13,34281.88,44898.33706
26-07-2021,39999.99,34185.23,39709.16,34407.12,122788.1995
27-07-2021,40550,36383,37908.23,39709.17,113100.7432
28-07-2021,40900,37745.14,40440.99,37908.23,103775.8205
29-07-2021,40680.07,39200,39527.06,40440.99,58591.713
30-07-2021,40419.3,38313.23,39083.48,39527.07,51402.11662
31-07-2021,42448,39060,41376.12,39083.48,66996.1649
01-08-2021,42599,40714.28,41080.73,41376.11,46946.09456
02-08-2021,41500,38907.51,39637.87,41080.73,56127.37612
03-08-2021,39783.72,37642.03,38194.23,39637.87,60232.16788
04-08-2021,39800,37508.56,39575.1,38194.22,51246.95274
05-08-2021,40987,37332.7,40840,39575.1,78710.96325
06-08-2021,43392.43,39853.86,42792.95,40840.01,80182.03236
07-08-2021,44555,42393.02,43542,42792.95,70160.85989
08-08-2021,45310,43396.35,43627.13,43542,71115.24578
09-08-2021,46454.15,42779,46193.99,43619.54,69983.58533
10-08-2021,46700,44589.46,45300.95,46193.99,61256.26626
11-08-2021,46743.47,45233.9,46302.83,45300.95,49858.34232
12-08-2021,46680,43770,44423.82,46302.83,59628.6901
13-08-2021,46666,43855.88,46510.58,44423.81,41567.59943
14-08-2021,48144,45971.03,46727.56,46510.58,53086.90021
15-08-2021,47374.67,45500,46281.82,46725.2,40124.09245
16-08-2021,48053.83,45951.73,46481.53,46281.82,51940.83632
17-08-2021,47160,45239.45,45760.53,46481.52,50247.96096
18-08-2021,46000,44203.28,45401.4,45760.54,60236.27263
19-08-2021,46757.01,43927.7,46562.83,45401.4,54461.04539
20-08-2021,49096.34,46340.12,48458,46562.83,57191.81747
21-08-2021,49757.04,48222,49457.59,48458,48488.54119
22-08-2021,49500,48050,48373.53,49457.59,36102.15367
23-08-2021,50500,48239.03,49459.11,48373.53,51977.95171
24-08-2021,49860,47749.1,48182.07,49459.1,51884.92953
25-08-2021,49062.2,47126.28,48924.64,48182.06,45930.25496
26-08-2021,49352.84,46250,47001.46,48924.64,49561.2133
27-08-2021,48451.51,46348,48325.48,47001.47,40298.16023
28-08-2021,49299,48155,48788.99,48325.49,30291.98181
29-08-2021,49632.27,47762.54,48747.07,48788.98,30909.48435
30-08-2021,49385.42,47370,48496.98,48747.08,34827.88069
31-08-2021,48696.87,46700,47305.48,48496.99,53106.57131
01-09-2021,49156,46512,48659.31,47305.47,47160.57185
02-09-2021,50450.13,48000,49371.96,48659.31,58371.24565
03-09-2021,51000,48316.84,50458.79,49373.25,57328.81063
04-09-2021,50541.66,49370,49879.01,50458.79,36575.5674
05-09-2021,50500,49450,50355,49879.02,31575.84622
06-09-2021,52188.8,50355,51833.37,50355.01,52810.57549
07-09-2021,52920,42843.05,46922.02,51833.38,120277.0548
08-09-2021,47340.99,44412.02,46496.7,46922.02,69038.2514
09-09-2021,47399.97,45513.08,46632.42,46496.7,53697.39488
10-09-2021,47033,44738.9,45708.78,46632.41,45618.89682
11-09-2021,45987.93,44132.29,45647.33,45708.79,34618.10546
12-09-2021,46270.56,44742.06,45896.63,45647.34,28833.84549
13-09-2021,46880,43370,44705.37,45896.64,67624.67162
14-09-2021,46950,44594.44,46507.9,44707.85,42953.12889
15-09-2021,48429.87,46376.99,48029.34,46507.9,45697.76649
16-09-2021,48557,47211.35,47655.99,48027.85,40704.29208
17-09-2021,48150,46750.47,47195.51,47655.99,33793.7442
18-09-2021,48843.2,46699.56,48296.05,47195.5,32101.37075
19-09-2021,48372.83,47069.01,47659.39,48296.05,29498.90399
20-09-2021,47749.99,42500,43406.62,47659.4,71126.66442
21-09-2021,43968.67,40200,42196.41,43406.61,71401.81895
22-09-2021,44000.55,39600,43134.05,42196.41,76351.39848
23-09-2021,44936.77,42855.01,44735.46,43134.06,48795.24873
24-09-2021,45200,40675,42152.07,44735.47,83713.69948
25-09-2021,43200,41646.28,42581.83,42152.07,38147.66347
26-09-2021,43746.9,40750,43190.81,42581.82,46309.17613
27-09-2021,44350,42673.67,43033.61,43190.82,39404.28169
28-09-2021,43400,41115,41578.38,43033.61,44764.18491
29-09-2021,42590,40753.88,41306.78,41578.38,34072.15762
30-09-2021,44044.23,40900,43994.08,41306.78,45984.43941
01-10-2021,47928,43100,47724.18,43994.08,62888.61571
02-10-2021,48495,47430.18,47864.02,47724.17,34257.21673
03-10-2021,49228.08,47088,48822.03,47864.01,29340.8904
04-10-2021,49536.12,46891,49318,48822.03,44751.65034
05-10-2021,50777,48556.09,50612.44,49318,47757.4714
06-10-2021,55555,50382.41,54527.82,50612.45,82933.76849
07-10-2021,55750,53357,53895.9,54527.82,59215.2232
08-10-2021,56100,53607.27,54501,53895.9,46315.62
09-10-2021,55489,53661.67,54900,54500.99,48958.867
10-10-2021,56074.43,54080,55312.65,54897.24,77582.91703
11-10-2021,57768.36,54333.85,57343.26,55312.65,69206.03404
12-10-2021,57839.04,55523.25,55575.27,57343.26,47580.76792
13-10-2021,57242,53879,56976.38,55575.28,59203.37633
14-10-2021,58532.54,56607.27,58029.33,56979.99,47582.11032
15-10-2021,61880,56818.05,61649.97,58029.33,71044.79841
16-10-2021,62933,60150,61055.65,61649.97,48809.81457
17-10-2021,61465.9,60299.33,60976.09,61055.65,26670.2128
18-10-2021,62695.78,58963,61850.01,60976.08,61373.65134
19-10-2021,63628.65,61034.05,63429.96,61850,47688.36921
20-10-2021,67000,63398.2,66644.01,63429.97,56279.98451
21-10-2021,66700,62000,62737.67,66644,66964.42517
22-10-2021,63732.39,60000,60638.65,62737.67,55803.35753
23-10-2021,61747.64,59562.15,61311.14,60638.66,29753.52293
24-10-2021,61500,59510.63,60114.62,61311.14,29033.36196
25-10-2021,63710.63,60086.7,63126.75,60114.62,37925.86319
26-10-2021,63329.48,61800,62326.59,63126.76,31886.73418
27-10-2021,62367.76,58000,58729.91,62326.59,65424.32261
28-10-2021,61800,57820,60126.36,58729.91,55751.69375
29-10-2021,62980,59534.8,62080.68,60126.36,54138.08009
30-10-2021,62718.87,60673,61560.91,62089.8,29961.02046
31-10-2021,62405.3,59945.36,60705.62,61560.91,40752.16761
01-11-2021,62437.74,59405,60555.01,60705.62,42938.31992
02-11-2021,64270,60322.67,63250.01,60555.01,45926.80352
03-11-2021,63670.97,60382.76,63149.04,63250.01,43732.05148
04-11-2021,63333,60723,60739.25,63149.05,38085.78865
05-11-2021,62595.72,60677.01,61195.59,60732.34,31743.7483
06-11-2021,61560.49,60050,60757.61,61195.58,26079.45457
07-11-2021,62499.44,60741.25,62435.84,60757.62,23621.3989
08-11-2021,66538.53,62120.68,65913,62435.84,49612.56471
09-11-2021,68524.25,65500,66520.37,65913,48739.54505
10-11-2021,69000,65888,67792.81,66520.38,43084.4366
11-11-2021,68013.64,62822.9,64746,67790.44,62043.85785
12-11-2021,65450.7,62278,63872.36,64746,42796.53409
13-11-2021,65000,63360.22,64134.69,63872.36,25011.94475
14-11-2021,65320,63576.27,64028.34,64134.68,22211.13544
15-11-2021,66401.82,63624.54,63812.79,64028.34,38165.04488
16-11-2021,64320.33,58574.07,59900.01,63812.79,74558.42645
17-11-2021,61199.65,58373,60470.65,59900.01,49605.5423
18-11-2021,60976,56592.06,57996.84,60470.65,57328.65815
19-11-2021,58484.94,55600,57879.47,58004.08,55920.93468
20-11-2021,59625,57353,59411.47,57879.46,33331.90793
21-11-2021,60029.76,58486.65,59436.01,59411.47,31976.53777
22-11-2021,59696.69,56404.66,56440.81,59436.02,46313.79217
23-11-2021,58009.99,55317,57421.01,56440.81,55066.17318
24-11-2021,57854.39,55837,56799.99,57421,38499.4009
25-11-2021,59390,56571.42,59116.69,56799.98,43652.75443
26-11-2021,59398.9,53500,54081.76,59116.7,65366.40809
27-11-2021,55280,53521,54976.9,54081.76,30506.0692
28-11-2021,55065,53256.64,54108.99,54976.9,29037.60088
29-11-2021,58865.97,54044.98,58633.12,54108.99,45356.32149
30-11-2021,59176.99,55875.55,58319.92,58633.12,50659.48642
01-12-2021,59053.55,56630,57461.32,58319.92,42008.8343
02-12-2021,57693,55777.77,56719.45,57461.32,40923.73546
03-12-2021,57600,54451.11,54881.62,56719.46,41015.11664
04-12-2021,54910,42000.3,48866.12,54881.63,127305.6991
05-12-2021,49699.05,47727.21,49089.18,48866.13,48851.88596
06-12-2021,49546.69,47100,49174.27,49089.19,54607.21245
07-12-2021,51936.33,48760,50921.61,49174.26,42027.70176
08-12-2021,51204.77,48600,50548.7,50921.61,40063.56745
09-12-2021,50896.08,47500,47753.24,50548.71,35564.38759
10-12-2021,50125,47251.06,47822.77,47751.87,45050.8705
11-12-2021,49276,46751,48671.6,47822.76,31564.81604
12-12-2021,50777,48385.98,50468.71,48671.6,25792.61177
13-12-2021,50600,46653,47444.56,50468.71,37763.44326
14-12-2021,47959.77,45672.75,46646.68,47444.55,48787.91227
15-12-2021,48850,46547,47829.99,46646.68,40002.93698
16-12-2021,49500,47212,47983.5,47830,45724.02381
17-12-2021,48387.54,45456,46989.28,47983.49,42380.54612
18-12-2021,47392.37,45500,46726.37,46989.28,28354.31295
19-12-2021,48300.01,46325.61,47121.57,46726.37,27658.61867
20-12-2021,47550,45558.85,46268.58,47117.22,33376.42034
21-12-2021,49328.96,46240.01,48441.51,46268.58,40806.97911
22-12-2021,49576.13,48332.5,48576.02,48441.51,27034.80291
23-12-2021,50776.98,47920.42,50619.98,48576.02,32135.71131
24-12-2021,51638,50384.43,51600.48,50619.98,33433.95985
25-12-2021,51810,50142.32,50986.34,51600.47,21539.57911
26-12-2021,51080,49412,50351.1,50986.35,21573.49564
27-12-2021,52088,49914.73,51690.69,50351.1,27309.74213
28-12-2021,51713.64,47600,47792.71,51690.68,45434.90229
29-12-2021,48142.78,46586.62,47531.47,47800.31,37130.88385
30-12-2021,47887.07,45900,47860.75,47531.47,34435.37698
31-12-2021,48548.26,46500,46686.41,47860.74,30529.22572
01-01-2022,47954.63,45678,47560.55,46686.42,25429.86224
02-01-2022,47990,46654,47058.12,47560.54,18536.9197
03-01-2022,47570,46263.29,46472.73,47056.43,24132.57062
04-01-2022,47557.54,45500,45750,46475.6,36132.12446
05-01-2022,47070,45550,45919.92,45750.01,29037.0402
06-01-2022,46118.85,42430.58,43369.04,45919.93,63400.58139
07-01-2022,43581.3,40610,41707.64,43369.04,54972.52794
08-01-2022,42246.37,40501,40679.82,41707.04,27031.90087
09-01-2022,42300,40520,41966.99,40679.82,27291.00966
10-01-2022,42786.7,39650,41604.58,41966.99,51064.90436
11-01-2022,43100,41158.99,42755,41604.58,38062.81828
12-01-2022,43095.26,42578.02,42675,42754.99,5610.0601
